timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
19:18:14,100,3895,4096,59,41.34
19:18:24,100,3895,4096,59,42.69
19:18:34,100,3895,4096,59,44.92
19:18:44,92,3895,4096,59,46.06
19:18:54,99,3895,4096,60,46.57
19:19:04,100,3895,4096,59,44.17
19:19:14,100,3895,4096,59,43.10
19:19:24,100,3889,4096,60,43.78
19:19:34,100,3891,4096,59,43.64
19:19:45,100,3891,4096,59,43.20
19:19:55,100,3891,4096,58,41.38
19:20:05,100,3891,4096,60,44.79
19:20:15,100,3891,4096,60,41.36
19:20:25,100,3891,4096,59,41.22
19:20:35,100,3891,4096,59,43.93
19:20:45,100,3891,4096,60,46.92
19:20:55,21,2441,4096,60,54.51
19:21:05,100,3879,4096,59,43.26
19:21:15,99,3879,4096,60,46.95
19:21:25,74,3879,4096,61,47.11
19:21:36,100,3879,4096,60,47.49
19:21:46,100,3879,4096,60,48.48
19:21:56,82,3879,4096,59,45.24
19:22:06,100,3879,4096,60,43.15
19:22:16,9,2495,4096,59,59.48
19:22:26,100,3891,4096,60,44.30
19:22:36,100,3891,4096,59,43.81
19:22:46,100,3891,4096,59,43.79
19:22:56,100,3891,4096,61,47.95
19:23:06,100,3891,4096,59,43.52
19:23:16,78,3891,4096,61,47.01
19:23:26,83,3891,4096,59,46.01
19:23:37,100,3891,4096,59,42.96
19:23:47,100,3915,4096,60,45.13
19:23:57,100,3915,4096,59,43.31
19:24:07,100,3915,4096,60,44.13
19:24:17,100,3915,4096,59,44.75
19:24:27,100,3915,4096,60,46.54
19:24:37,97,3915,4096,60,47.90
19:24:47,88,3915,4096,60,47.23
19:24:57,83,3915,4096,59,45.97
19:25:07,100,3903,4096,61,49.27
19:25:17,100,3903,4096,60,45.15
19:25:28,100,3903,4096,60,45.66
19:25:38,100,3903,4096,60,45.23
19:25:48,100,3903,4096,60,45.63
19:25:58,100,3903,4096,61,48.32
19:26:08,100,3903,4096,61,48.71
19:26:18,89,2499,4096,62,65.32
19:26:28,100,3889,4096,60,45.79
19:26:38,99,3891,4096,61,46.49
19:26:48,82,3891,4096,60,43.23
19:26:58,100,3897,4096,61,49.18
19:27:08,100,3891,4096,60,48.47
19:27:19,100,3891,4096,62,44.27
19:27:29,100,3891,4096,60,48.08
19:27:39,100,3891,4096,62,44.76
19:27:49,100,3895,4096,60,41.05
19:27:59,100,3897,4096,59,42.02
19:28:09,100,3897,4096,59,41.16
19:28:19,100,3897,4096,59,41.78
19:28:29,100,3897,4096,59,41.92
19:28:39,100,3897,4096,59,41.77
19:28:49,100,3897,4096,59,41.59
19:29:00,100,3897,4096,59,41.87
19:29:10,100,3897,4096,59,41.69
19:29:20,98,2475,4096,62,64.95
19:29:30,100,3869,4096,59,44.53
19:29:40,94,3869,4096,60,42.94
19:29:50,100,3869,4096,60,47.09
19:30:00,99,3869,4096,61,48.06
19:30:10,97,3869,4096,60,46.67
19:30:20,100,3869,4096,60,44.03
19:30:30,100,3869,4096,61,42.81
19:30:40,56,2491,4096,62,45.27
19:30:50,100,3845,4096,60,44.39
19:31:00,100,3845,4096,61,45.26
19:31:11,100,3845,4096,61,45.02
19:31:21,99,3845,4096,61,46.32
19:31:31,99,3845,4096,60,46.38
19:31:41,100,3845,4096,60,46.95
19:31:51,100,3845,4096,60,42.63
19:32:01,99,3845,4096,60,45.38
19:32:11,100,2473,4096,63,64.26
19:32:21,100,3881,4096,60,42.32
19:32:31,100,3881,4096,60,41.73
19:32:41,100,3881,4096,60,46.82
19:32:51,72,3881,4096,61,45.44
19:33:01,99,3881,4096,61,44.80
19:33:11,100,3881,4096,60,44.15
19:33:22,100,3881,4096,60,45.62
19:33:32,96,3881,4096,60,46.29
19:33:42,87,3875,4096,58,27.49
